Complaint Name,Project,Country,IAM,Bank,External ID,Status,Filer,IFI Support,Sector,Issues,Description,Compliance Report Issued,Non-Compliance Found,Filing Date,Registration Start,Registration End,Registration Status,"If no Registration, why?",Eligibility Start,Eligibility End,Eligibility Status,"If No Eligibility, Why?",Dispute Resolution Start,Dispute Resolution End,Dispute Resolution Status,"If No DR, Why?",Compliance Review Start,Compliance Review End,Compliance Review Status,"If No CR, Why?",Monitoring Start,Monitoring End,Monitoring Status,"If No Monitoring, Why?",Date Closed
Mining Project,Mining Project,Madagascar,AfDB Independent Review Mechanism,African Development Bank,no_id_28_6,Closed Without Results,,,"Extractives (oil, gas, mining)",Other,,FALSE,FALSE,,,,closed_without_outcome,,,,not_undertaken,Filer Issue,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,
MoSE Venice,MoSE Venice,Italy,EIB Complaints Mechanism,European Investment Bank,SG/E/2009/04,Closed Without Results,,Project/investment lending,Infrastructure,"Due diligence, Other environmental",,FALSE,TRUE,5/12/09,5/12/09,,closed_with_outcome,,,,closed_with_outcome,,,,not_undertaken,Mechanism deemed involvement unnecessary,2/2/10,3/2/10,closed_with_outcome,,3/19/10,12/19/14,closed_with_outcome,,12/19/14
"Modernization National Civil Registration, Identification, Documentation System","Modernization National Civil Registration, Identification, Documentation System",Ecuador,IDB Independent Consultation and Investigation Mechanism,Inter-American Development Bank,MICI-EC-2013-067,Closed Without Results,,,Other,Other,,FALSE,FALSE,8/1/13,8/1/13,,closed_without_outcome,,,,not_undertaken,Unknown,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,
Mongolia Mining Infrastructure Investment Support (P118109) and Mining Infrastructure Investment Support - Additional Financing,Mongolia Mining Infrastructure Investment Support (P118109) and Mining Infrastructure Investment Support - Additional Financing,Mongolia,WB Inspection Panel,World Bank,102,Active,,Project/investment lending,"Energy, Infrastructure","Consultation and disclosure, Cultural heritage, Due diligence, Livelihoods, Other community health and safety issues, Other environmental, Water",,FALSE,FALSE,2/10/15,2/10/15,3/27/15,closed_with_outcome,,3/27/15,,closed_without_outcome,,,,,,,,,,,,,,
Montevideo Urban Transportation Program,Montevideo Urban Transportation Program,Uruguay,IDB Independent Consultation and Investigation Mechanism,Inter-American Development Bank,MICI-UR-2012-047,Closed Without Results,,,Other,Other,,FALSE,FALSE,10/1/12,10/1/12,,closed_without_outcome,,,,not_undertaken,Unknown,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,
Montevideo Urban Transportation Program 2,Montevideo Urban Transportation Program,Uruguay,IDB Independent Consultation and Investigation Mechanism,Inter-American Development Bank,MICI-UR-2013-063,Closed Without Results,,,Other,Other,,FALSE,FALSE,7/1/13,7/1/13,,closed_without_outcome,,,,not_undertaken,Unknown,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,
Motorway A-2,Motorway A-2,Poland,EIB Complaints Mechanism,European Investment Bank,SG/E/2009/10,Closed Without Results,,,Infrastructure,Other environmental,,FALSE,FALSE,12/3/09,12/3/09,,closed_with_outcome,,,,closed_with_outcome,,,,not_undertaken,Mechanism deemed involvement unnecessary,6/5/10,7/5/10,closed_with_outcome,,6/17/10,4/17/12,closed_with_outcome,,4/17/12
Motorway A-2 2,Motorway A-2,Poland,EIB Complaints Mechanism,European Investment Bank,SG/E/2010/09,Closed Without Results,,Project/investment lending,Infrastructure,"Consultation and disclosure, Displacement (physical and/or economic)",,FALSE,FALSE,7/10/10,7/10/10,,closed_with_outcome,,,,closed_with_outcome,,,,not_undertaken,Case closed in earlier stage,6/5/10,7/5/10,in_progress,,4/18/12,9/30/10,closed_with_outcome,N/A,9/30/10
Motorways D1,Motorways D1,Slovakia,EIB Complaints Mechanism,European Investment Bank,SG/A/2009/04,Closed With Results,,Project/investment lending,Other,Consultation and disclosure,,TRUE,TRUE,10/20/09,10/20/09,,closed_with_outcome,,,,closed_with_outcome,,,,not_undertaken,Mechanism deemed involvement unnecessary,12/17/09,1/17/10,closed_with_outcome,,1/11/10,1/11/10,closed_with_outcome,,1/31/10
Mozal-01/Matola and Maputo,Mozal-01/Matola and Maputo,Mozambique,IFC Compliance Advisor/Ombudsman,IFC/MIGA,159,Closed With Results,,"Project/investment lending, Risk Guarantee","Extractives (oil, gas, mining)","Consultation and disclosure, Due diligence, Other community health and safety issues, Pollution",,TRUE,TRUE,10/1/10,,,not_undertaken,,10/1/10,10/27/10,closed_with_outcome,,2/1/11,12/1/11,closed_without_outcome,,7/24/12,4/24/13,closed_with_outcome,,4/12/13,6/12/14,closed_with_outcome,,6/30/14
Multinational Road Development and Transport Facilitation Programme Within the Manu River Union - Guinea Section,Multinational Road Development and Transport Facilitation Programme Within the Manu River Union - Guinea Section,Guinea,AfDB Independent Review Mechanism,African Development Bank,RQ2016/3,Active,,,Infrastructure,"Biodiversity, Cultural heritage, Other community health and safety issues, Other environmental, Pollution","<p> <i> Full description available at: <a href=""https://www.afdb.org/fileadmin/uploads/afdb/Documents/Compliance-Review/UFM-Management_Response.pdf"" class = ""u-blue-color""> https://www.afdb.org/fileadmin/uploads/afdb/Documents/Compliance-Review/UFM-Management_Response.pdf</a>
 
 </i> </p>
 
 <br>
 
 <p>
 
 On 18 December 2014, the Bank approved the Road and Transport Facilitation Programme
 
 within the Mano River Union (MRU). The Governments of Côte d'Ivoire, Guinea, Liberia and
 
 Sierra Leone submitted a request to the Bank for financing to develop and asphalt the Danané-
 
 Lola road (87.35 km), the Bloléquin-Toulépleu-Liberian border road (65 km), the Tablo-Prollo
 
 road (28 km), the Karloken-Fish Town (80 km) and the Harper-Cavally junction (16 km).
 
 These constitute 276.35 km of currently dirt roads, barely 6 m wide, impassable in all seasons,
 
 with makeshift wooden crossing structures, for the most part. Regional isolation, the high
 
 number of roadside checks and unsuitable border crossings are factors of fragility which
 
 compound the successive crises that have affected the region over the last 20 years. However,
 
 traffic is set to grow on these roads given the economic potential of the area and the efforts to
 
 lift these countries out of the recurrent crises that have long characterised them. In order to
 
 cope with current and future traffic, it is imperative to improve the road service level, enhance
 
 their capacity to withstand traffic in all seasons and reduce border controls; this will require
 
 asphalting and developing the roads and establishing border crossings for joint controls. 
 
 </p>
 
 <br>
 
 <p>
 
 The overall objective of the programme is to boost post-conflict economic recovery of the
 
 MRU area by improving road infrastructure and promoting intra-community trade.
 
 Specifically, the programme seeks to: (i) improve transport conditions on the roads concerned
 
 in order to reduce transport costs, (ii) facilitate the free movement of persons and goods
 
 between the three countries, namely Côte d'Ivoire, Guinea and Liberia and improve the living
 
 conditions of programme area communities.
 
 </p>
 
 <br>
 
 <p>
 
 The Guinean component of the programme includes, among other things, paving of the LolaIvorian
 
 border road (39.75 km).
 
 </p>",FALSE,FALSE,9/15/16,,,,,,,,,,,,,,,,,,,,,
Multiphase Development Infrastructure Program: Support Production in Entre Rios,Multiphase Development Infrastructure Program: Support Production in Entre Rios,Argentina,IDB Independent Consultation and Investigation Mechanism,Inter-American Development Bank,AR-MICI001-2010,Monitoring,,Project/investment lending,"Energy, Infrastructure","Biodiversity, Consultation and disclosure, Due diligence, Other community health and safety issues",,FALSE,FALSE,6/28/10,6/28/10,9/20/10,closed_with_outcome,,9/20/10,10/8/10,closed_with_outcome,,4/29/11,2/28/13,closed_with_outcome,,,,not_undertaken,Case closed in earlier stage,2/6/13,,in_progress,,
Multitranche Financing Facility Road Network Development Program,Multitranche Financing Facility Road Network Development Program,Azerbaijan,ADB Special Project Facilitator and Compliance Review Panel,Asian Development Bank,Oct-09,Closed Without Results,,Project/investment lending,Infrastructure,"Consultation and disclosure, Displacement (physical and/or economic), Livelihoods",,FALSE,FALSE,9/3/09,9/3/09,9/4/09,closed_with_outcome,,9/4/09,10/31/09,closed_without_outcome,Good faith requirement not met,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,10/31/09
Mumbai Metro Line 3 Project,Mumbai Metro Line 3 Project,India,JICA Examiner for Environmental Guidelines,Japan International Cooperation Agency,india_01,Closed Without Results,,Project/investment lending,Infrastructure,"Biodiversity, Consultation and disclosure, Due diligence, Human rights, Other environmental, Pollution",,FALSE,FALSE,1/26/15,1/26/15,2/10/15,closed_with_outcome,,2/10/15,3/31/15,closed_without_outcome,"Mechanism deemed involvement unnecessary, Other",,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,3/31/15
Mumbai Railway Vikas-01/,Mumbai Railway Vikas-01/,India,IFC Compliance Advisor/Ombudsman,IFC/MIGA,no_id_21_70,Closed Without Results,,,Other,Other,,FALSE,FALSE,1/1/13,,,not_undertaken,,1/1/13,1/31/13,closed_without_outcome,Unknown,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,1/31/13
Mumbai Urban Transport Project,Mumbai Urban Transport Project,India,WB Inspection Panel,World Bank,32,Closed With Results,,Project/investment lending,"Infrastructure, Regulatory Development","Consultation and disclosure, Displacement (physical and/or economic), Livelihoods, Other community health and safety issues, Pollution",,TRUE,TRUE,4/28/04,4/28/04,4/29/04,closed_with_outcome,,4/29/04,9/3/04,closed_with_outcome,,,,not_undertaken,Not offered by mechanism,9/3/04,8/3/06,closed_with_outcome,,8/14/06,9/14/13,closed_with_outcome,,9/30/13
"Mumbai Urban Transport Project, 3rd Request","Mumbai Urban Transport Project, 3rd Request",India,WB Inspection Panel,World Bank,58,Closed With Results Outside Process,,Project/investment lending,Infrastructure,Displacement (physical and/or economic),,FALSE,FALSE,5/29/09,5/29/09,6/9/09,closed_with_outcome,,6/9/09,,not_undertaken,,,,not_undertaken,Not offered by mechanism,,,not_undertaken,Addressed outside process,,,not_undertaken,Case closed in earlier stage,8/31/09
Mundra Ultra Mega Power Project,Mundra Ultra Mega Power Project,India,ADB Special Project Facilitator and Compliance Review Panel,Asian Development Bank,2013/1,Monitoring,,Project/investment lending,Energy,"Consultation and disclosure, Due diligence, Livelihoods, Other community health and safety issues, Other environmental, Pollution, Water",,TRUE,TRUE,9/19/13,9/19/13,9/20/13,closed_with_outcome,,9/20/13,12/26/13,closed_with_outcome,,,,not_undertaken,Not desired by complainant,1/17/14,6/17/15,closed_with_outcome,,6/24/15,,in_progress,,
Municipal and Regional Infrastructure Loan,Municipal and Regional Infrastructure Loan,Serbia,EIB Complaints Mechanism,European Investment Bank,SG/E/2012/02,Closed Without Results,,Project/investment lending,Infrastructure,"Consultation and disclosure, Due diligence, Other community health and safety issues, Property damage",,FALSE,FALSE,3/1/12,3/1/12,,closed_with_outcome,,,,closed_with_outcome,,,5/31/14,closed_without_outcome,,,,not_undertaken,Mechanism deemed involvement unnecessary,,,not_undertaken,Case closed in earlier stage,5/31/14
Municipal and Regional Infrastructure Loan 2,Municipal and Regional Infrastructure Loan,Serbia,EIB Complaints Mechanism,European Investment Bank,SG/E/2014/10,Closed Without Results,,Project/investment lending,Infrastructure,"Consultation and disclosure, Due diligence",,FALSE,FALSE,10/7/14,10/7/14,,closed_with_outcome,,,10/21/14,closed_with_outcome,,,,not_undertaken,Unknown,,,not_undertaken,Unknown,,,not_undertaken,Unknown,4/30/15
N11-N7 Motorway PPP,N11-N7 Motorway PPP,Ireland,EIB Complaints Mechanism,European Investment Bank,SG/E/2012/14,Closed Without Results,,Project/investment lending,Infrastructure,Other,,FALSE,FALSE,12/7/12,12/7/12,,closed_with_outcome,,,,closed_with_outcome,,,,not_undertaken,Case closed in earlier stage,11/12/13,12/12/13,in_progress,,,,not_undertaken,Case closed in earlier stage,12/31/13
NFC Forestry Project,NFC Forestry Project,Uganda,EIB Complaints Mechanism,European Investment Bank,MC/E/2011/13,Closed Without Results,,Project/investment lending,Forestry,Displacement (physical and/or economic),,FALSE,FALSE,10/20/11,10/20/11,,closed_with_outcome,,,,closed_with_outcome,,,,not_undertaken,Unknown,,11/30/14,closed_with_outcome,,,,not_undertaken,Case closed in earlier stage,11/30/14
NNPC-01/Nigeria,NNPC-01/Nigeria,Nigeria,IFC Compliance Advisor/Ombudsman,IFC/MIGA,no_id_21_89,Closed Without Results,,,Other,Other,,FALSE,FALSE,11/1/13,,,not_undertaken,,11/1/13,11/30/13,closed_without_outcome,Unknown,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,11/30/13
NOVA Companies (Belize) Ltd. and Ambergris Aquaculture Ltd.-01/Ladyville,NOVA Companies (Belize) Ltd. and Ambergris Aquaculture Ltd.-01/Ladyville,Belize,IFC Compliance Advisor/Ombudsman,IFC/MIGA,no_id_21_19,Closed Without Results,,Project/investment lending,Agribusiness,"Biodiversity, Due diligence",,FALSE,FALSE,1/1/06,,,not_undertaken,,1/1/06,1/31/06,closed_without_outcome,"Addressed outside process, Forwarded to other body within bank",,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,1/31/06
NTPC I Power Generation Project,NTPC I Power Generation Project,India,WB Inspection Panel,World Bank,10,Closed With Results,,Project/investment lending,Energy,"Consultation and disclosure, Displacement (physical and/or economic), Livelihoods, Other environmental",,TRUE,TRUE,5/1/97,5/1/97,5/2/97,closed_with_outcome,,5/2/97,7/24/97,closed_with_outcome,,,,not_undertaken,Not offered by mechanism,7/24/97,1/24/98,closed_with_outcome,,,,not_undertaken,,2/28/98
"NTPC Power Generation Project, 2nd Request (not registered)","NTPC Power Generation Project, 2nd Request (not registered)",India,WB Inspection Panel,World Bank,21,Closed Without Results,,Project/investment lending,Energy,"Displacement (physical and/or economic), Due diligence",,FALSE,FALSE,11/29/99,11/29/99,11/30/99,closed_without_outcome,,,,not_undertaken,Funding and/or consideration ended,,,not_undertaken,Not offered by mechanism,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,11/30/99
National Capital Region Urban Infrastructure Financing Facility - Tranche 1,National Capital Region Urban Infrastructure Financing Facility - Tranche 1,India,ADB Special Project Facilitator and Compliance Review Panel,Asian Development Bank,no_id_25_36,Closed Without Results,,Project/investment lending,Community capacity and development,"Consultation and disclosure, Displacement (physical and/or economic)",,FALSE,FALSE,2/18/15,2/18/15,2/19/15,closed_with_outcome,,2/19/15,3/31/15,closed_without_outcome,Addressed outside process,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,3/31/15
National Drainage Program Project,National Drainage Program Project,Pakistan,WB Inspection Panel,World Bank,34,Closed With Results,,Project/investment lending,"Infrastructure, Regulatory Development","Biodiversity, Consultation and disclosure, Cultural heritage, Displacement (physical and/or economic), Due diligence, Indigenous peoples, Livelihoods, Pollution",,TRUE,TRUE,9/10/04,9/10/04,9/17/04,closed_with_outcome,,9/17/04,11/17/04,closed_with_outcome,,,,not_undertaken,Not offered by mechanism,11/17/04,11/17/06,closed_with_outcome,,11/1/06,11/1/07,closed_with_outcome,,11/30/07
National Highway Development Sector Investment Program,National Highway Development Sector Investment Program,Pakistan,ADB Special Project Facilitator and Compliance Review Panel,Asian Development Bank,Apr-06,Closed With Results,,Project/investment lending,"Infrastructure, Regulatory Development","Consultation and disclosure, Displacement (physical and/or economic)",,FALSE,FALSE,9/9/06,9/9/06,1/10/07,closed_with_outcome,,1/10/07,1/29/07,closed_with_outcome,,12/3/07,2/3/08,closed_with_outcome,,,,not_undertaken,Complainant did not refile,5/17/07,3/17/10,closed_with_outcome,,3/31/10
